"Year","Algeria","Angola","Argentina","Australia","Azerbaijan","Bahrain","Bangladesh","Bolivia","Brazil","Brunei","Bulgaria","Canada","Chad","China","Colombia","Czech Republic","Denmark","Ecuador","Egypt","Equatorial Guinea","Gabon","Germany","Greece","Guyana","Hungary","India","Indonesia","Iran","Iraq","Israel","Italy","Japan","Kazakhstan","Kuwait","Libya","Malaysia","Mexico","Mongolia","Myanmar","Netherlands","New Zealand","Nigeria","Norway","Oman","Pakistan","Peru","Poland","Qatar","Republic of Congo","Romania","Russian Federation","Saudi Arabia","Serbia","South Africa","South Korea","South Sudan","Spain","Sudan","Syria","Thailand","Trinidad & Tobago","Tunisia","Turkey","Turkmenistan","US","USSR","Ukraine","United Arab Emirates","United Kingdom","Uzbekistan","Venezuela","Vietnam","Yemen","Zimbabwe","World"
1997,321.6,102.8,174.9,740.9,36.2,16.5,14.1,5.1,149.5,44.9,19.5,832.5,,3194.8,197.2,108.8,47.8,59.4,149.3,8.4,51.3,311.1,30.0,,15.6,715.9,470.9,604.7,166.7,0.0,53.4,9.3,206.4,313.6,209.8,176.1,557.1,8.7,2.9,140.4,8.5,281.8,524.5,135.8,33.4,18.0,369.1,120.3,32.6,72.1,2353.4,1302.4,,485.0,7.9,,37.5,1.2,89.3,72.0,36.0,11.7,51.0,46.0,4253.3,,163.2,400.6,656.0,115.2,566.0,54.2,49.9,13.3,23020.8
1998,331.6,101.4,181.0,752.1,42.3,17.4,15.2,5.4,169.8,42.4,19.7,846.9,,3088.1,216.8,101.5,48.3,57.6,147.7,11.6,47.5,287.5,31.6,,14.3,714.0,481.4,625.5,299.1,0.0,51.9,8.0,202.1,327.8,208.0,177.4,572.4,8.9,3.4,133.9,7.4,290.6,421.5,135.6,35.2,17.8,320.0,126.6,38.3,64.2,2352.1,1342.5,,490.3,7.6,,35.9,1.7,91.4,71.9,35.9,11.5,54.2,41.7,4299.9,,165.1,413.9,660.7,124.2,590.2,62.4,50.7,13.7,23132.4
1999,343.2,103.4,184.0,784.3,49.8,18.0,16.6,4.3,191.5,46.8,16.6,838.7,,3154.2,222.3,90.0,57.1,57.3,148.5,14.0,47.8,283.1,31.2,,13.2,702.5,502.8,606.7,367.4,0.0,47.3,8.5,197.3,305.3,198.5,174.9,552.9,8.8,3.3,124.6,8.5,268.7,516.9,136.1,39.3,16.3,309.5,138.9,38.7,61.8,2394.3,1237.8,,491.1,7.3,,33.4,8.7,91.6,75.2,41.3,11.8,51.7,60.6,4172.1,,172.8,389.9,681.9,125.4,527.1,66.3,54.0,12.5,23123.6
2000,370.0,103.8,188.5,834.0,49.8,18.2,17.9,6.2,214.7,48.5,16.7,853.4,,3263.5,216.2,97.4,66.8,60.8,149.6,16.0,38.9,271.1,32.0,,12.9,738.8,518.8,651.5,368.8,0.0,44.5,6.3,241.8,327.6,206.9,192.9,567.0,9.2,6.6,121.4,8.5,322.4,538.1,152.9,41.2,15.2,287.3,164.2,38.1,64.8,2455.9,1329.1,,492.5,7.3,,32.4,24.9,89.8,81.6,45.9,10.3,48.6,104.5,4122.6,,172.6,416.4,656.3,124.8,535.3,75.0,59.0,11.1,23844.0
2001,356.4,103.0,195.2,883.0,52.2,18.9,20.1,9.0,222.4,50.0,17.5,865.4,,3439.5,219.2,98.6,65.1,61.7,153.9,26.4,36.9,261.9,32.6,,11.8,746.5,540.0,658.6,354.2,0.0,40.5,6.5,262.4,318.0,200.5,188.8,577.2,9.1,13.6,128.0,9.6,326.9,566.9,162.6,43.2,14.9,288.3,168.0,35.3,64.6,2548.8,1305.9,,491.1,6.7,,30.6,29.0,95.1,84.1,46.9,9.4,47.8,113.5,4215.8,,172.3,409.6,625.7,125.1,546.2,81.2,60.4,11.3,24351.3
2002,375.8,125.7,191.4,905.2,52.5,19.6,21.1,11.5,250.2,51.1,17.2,865.6,,3647.9,203.6,94.3,68.3,59.4,156.9,31.3,36.0,262.4,33.4,,11.5,778.3,564.8,652.0,297.1,0.0,43.4,2.8,276.9,294.6,193.0,196.5,580.9,9.8,16.3,125.7,11.1,301.6,576.8,156.9,46.7,14.6,287.4,165.6,33.9,65.2,2641.4,1205.5,,483.7,5.8,,29.9,32.8,104.3,88.3,54.7,9.8,44.2,118.7,4091.7,,174.7,390.9,614.5,127.7,515.6,88.8,60.7,9.9,24455.5
2003,408.3,120.7,200.4,918.8,52.6,19.9,22.7,13.3,259.2,53.4,18.1,868.4,3.5,4224.4,225.9,94.8,66.9,63.3,161.8,35.8,38.5,261.5,31.8,,11.9,809.7,581.0,723.9,188.9,0.0,42.1,2.7,310.4,344.5,206.9,204.1,616.3,10.0,18.7,120.2,12.6,358.4,580.0,149.6,56.4,14.3,286.1,187.7,31.0,66.0,2844.1,1410.3,,524.3,5.8,,27.8,36.4,101.7,92.5,71.5,8.9,41.9,130.3,4019.0,,171.8,441.9,580.8,127.4,490.9,97.5,59.8,7.1,25771.8
2004,417.6,153.8,202.0,942.6,52.6,18.3,24.4,18.6,261.0,52.7,17.7,890.6,24.9,4878.4,235.4,91.0,73.1,79.8,161.0,46.7,38.5,261.1,33.2,,9.1,864.0,609.8,768.5,283.5,2.2,40.0,2.7,345.8,367.8,230.7,221.3,631.5,12.1,19.8,141.7,12.7,388.1,584.4,145.2,66.6,14.9,278.7,220.8,32.3,64.5,2991.6,1511.8,,533.2,5.6,,26.9,40.5,77.9,95.2,76.6,9.4,41.0,130.2,4040.2,,173.0,459.2,526.0,128.1,564.8,125.0,56.3,9.5,27349.4
2005,411.6,175.9,198.7,983.5,73.7,20.1,26.3,23.0,284.0,51.6,16.2,895.4,25.7,5438.8,251.0,91.7,73.8,80.5,174.4,49.2,38.0,252.8,33.2,,6.8,893.0,652.8,776.8,256.1,3.1,40.1,2.2,355.7,390.5,252.2,230.2,636.7,13.3,23.7,129.3,13.0,386.8,562.5,148.3,70.6,17.9,278.8,241.9,35.4,60.2,3031.8,1589.4,,538.2,5.0,,25.8,40.8,72.4,105.4,82.2,9.6,43.6,140.0,3998.0,,173.8,476.9,468.4,126.7,557.9,139.8,55.7,8.5,28264.7
2006,403.8,193.5,199.8,1000.8,104.0,21.3,28.4,24.6,298.7,54.7,16.8,915.7,22.7,5804.1,268.5,92.8,68.9,81.1,197.6,48.6,34.0,239.8,31.8,,6.8,927.8,728.2,801.7,278.9,4.3,37.1,2.7,383.5,400.2,263.1,224.2,636.5,14.3,24.5,127.7,13.9,378.7,540.1,150.0,72.9,19.0,273.6,263.6,40.0,61.3,3115.2,1571.9,,537.7,4.9,,24.3,49.4,68.9,107.2,93.4,9.2,51.2,140.2,4066.0,,176.8,504.5,423.7,130.8,571.7,146.1,51.1,5.3,29129.0
2007,405.2,228.7,193.9,1037.2,141.1,22.2,30.4,26.4,302.9,50.4,18.8,923.0,21.2,6261.0,279.9,92.6,61.8,77.4,201.3,49.9,34.5,241.3,32.6,,6.9,978.3,771.0,834.4,305.1,5.2,34.9,2.9,397.8,387.5,272.2,227.8,606.4,16.3,26.3,122.7,11.6,368.5,513.8,146.8,73.3,20.6,252.0,291.3,32.4,61.3,3150.0,1517.4,28.0,538.1,5.2,,22.8,67.0,66.1,111.0,94.9,12.8,57.6,150.9,4079.6,,174.9,501.7,404.7,134.7,560.1,151.7,44.9,5.2,29798.4
2008,402.3,260.0,191.3,1061.6,157.2,23.8,32.4,27.3,320.4,47.6,18.9,899.6,18.8,6498.8,301.1,88.6,60.3,76.6,210.0,49.5,33.8,221.8,31.6,,6.6,1050.1,837.4,851.5,348.9,6.5,32.2,2.5,435.3,407.7,269.9,231.6,562.4,17.8,24.1,140.3,11.6,362.7,518.6,152.2,75.4,23.0,245.4,339.4,34.4,61.1,3182.0,1588.0,29.1,548.3,5.0,,17.0,63.6,66.3,118.4,93.4,11.7,64.9,151.8,4153.1,,175.3,506.1,388.0,138.6,547.7,143.7,41.7,3.8,30549.2
2009,369.1,242.4,175.7,1104.4,173.8,24.0,37.1,23.5,334.7,45.2,17.9,867.2,17.4,6685.3,314.0,81.1,53.7,73.6,218.8,44.1,33.9,205.8,31.8,,6.1,1134.3,874.2,852.4,350.9,5.0,28.0,2.6,435.8,362.6,251.2,220.5,540.9,25.6,22.5,129.6,10.8,346.9,505.7,159.1,74.8,26.5,227.9,358.7,39.7,58.8,3025.0,1440.7,28.8,543.5,4.6,,14.8,65.9,66.6,118.7,95.5,11.0,67.7,96.6,4025.8,,165.7,457.2,354.1,132.1,511.3,158.1,40.5,4.2,30081.8
2010,361.0,250.5,170.9,1148.4,175.6,24.6,38.1,27.1,354.9,47.4,19.2,885.8,18.0,7240.0,336.7,81.0,51.1,73.6,215.5,40.7,32.8,200.5,28.5,,6.2,1192.3,890.1,882.2,354.5,6.1,30.2,1.8,463.2,369.7,261.6,222.0,540.0,44.5,24.2,149.0,12.9,404.9,487.4,169.8,75.8,35.0,223.9,443.5,45.2,54.9,3214.7,1470.1,28.2,560.5,3.8,,12.8,64.1,68.9,128.9,97.3,10.8,68.2,110.8,4128.9,,163.5,477.2,334.2,128.4,478.6,158.6,40.3,6.7,31414.6
2011,359.5,231.1,162.5,1121.5,160.3,25.0,38.8,29.8,366.0,47.5,24.2,915.6,16.8,7983.7,385.9,81.7,44.4,75.5,214.5,39.9,33.2,202.5,29.2,,6.4,1180.7,1044.4,897.6,395.1,8.0,30.9,2.6,475.8,422.4,82.2,216.1,546.7,58.4,24.8,137.5,11.9,405.5,464.1,175.4,75.6,42.4,225.6,516.6,43.2,57.8,3297.2,1646.1,30.4,556.9,3.8,,10.3,40.4,62.4,134.8,93.1,9.6,69.5,143.9,4266.9,,179.9,521.8,280.2,126.8,465.9,161.2,28.6,6.4,32732.4
2012,344.6,240.3,159.5,1209.1,155.7,25.8,42.2,33.4,367.2,46.2,21.8,951.3,15.0,8092.2,401.1,78.9,40.0,76.3,213.8,42.7,31.2,204.5,31.3,,6.2,1185.6,1107.0,819.1,438.8,4.7,31.4,2.7,481.5,462.9,219.2,221.8,534.8,55.1,24.8,135.4,11.8,405.3,471.6,182.8,77.7,43.0,233.9,552.5,40.1,55.9,3329.7,1734.1,28.5,570.1,3.7,4.3,9.6,14.3,34.8,143.2,90.9,9.6,66.2,150.5,4323.6,,190.4,541.2,242.2,125.4,461.1,157.4,23.3,4.0,33347.1
2013,339.5,240.0,153.4,1281.1,157.2,27.6,43.4,38.7,367.9,42.1,18.6,991.5,13.4,8201.5,404.4,69.1,34.3,79.6,203.6,37.3,30.0,192.5,26.2,,6.3,1175.0,1253.3,789.8,442.0,12.0,30.1,2.7,490.5,457.3,158.4,224.6,531.4,59.0,25.5,143.3,11.2,373.6,448.0,190.8,75.6,45.1,231.1,562.4,34.7,49.5,3388.9,1704.9,30.0,565.0,3.2,13.8,6.9,16.4,17.5,143.4,91.1,8.8,60.1,151.8,4423.9,,188.5,560.7,217.2,124.0,452.2,155.7,25.6,7.8,33663.5
2014,352.4,234.6,152.2,1372.0,155.1,29.1,45.6,40.4,405.2,42.4,19.9,1045.0,13.1,8106.0,408.0,66.1,32.4,84.0,191.9,37.4,29.7,187.7,24.8,,6.2,1223.4,1231.2,837.6,462.3,14.1,29.7,3.0,486.8,451.5,88.8,226.8,516.0,43.3,32.7,119.5,9.6,386.8,451.2,188.3,75.1,47.2,218.7,560.3,36.3,48.9,3371.0,1724.6,22.3,575.6,3.1,21.6,6.3,16.6,13.3,142.9,89.6,8.2,63.6,161.9,4760.2,,141.4,563.7,213.5,124.3,455.4,153.7,19.5,14.5,34040.8
2015,350.5,248.4,154.9,1383.5,154.6,28.9,51.2,39.8,430.8,43.7,22.8,1052.4,16.4,7987.6,403.8,65.8,31.2,82.0,184.1,34.1,30.0,181.4,22.1,,5.9,1264.6,1232.2,871.1,565.6,15.6,28.2,2.7,431.5,449.4,80.1,242.8,480.9,42.7,38.0,90.8,7.9,391.8,475.3,196.2,75.2,43.5,214.5,566.1,33.6,49.8,3415.6,1796.7,28.2,554.1,3.1,20.5,4.8,15.1,11.4,138.8,84.8,7.4,49.8,167.6,4732.7,,104.0,609.3,228.0,117.6,489.5,159.5,6.1,10.9,34152.3
2016,373.6,241.6,154.5,1421.0,151.9,28.6,52.4,37.4,443.3,42.2,19.9,1070.5,17.3,7414.2,400.0,62.7,28.8,83.0,175.0,29.1,31.1,167.9,15.5,,5.7,1271.2,1206.0,1003.5,632.6,17.5,21.5,3.0,444.0,462.8,76.5,245.6,456.4,62.1,36.2,87.7,6.6,341.5,482.5,201.2,75.8,44.2,210.7,564.5,33.5,45.1,3494.1,1861.4,28.2,558.6,3.0,19.0,2.7,11.7,10.1,141.6,74.1,6.8,60.1,162.3,4334.7,,108.5,629.4,226.9,116.7,449.3,148.3,4.5,6.8,33482.7
2017,371.8,229.9,150.3,1419.0,144.2,28.6,52.6,36.8,464.1,40.9,22.2,1129.2,14.6,7632.5,395.3,59.4,29.0,80.2,187.3,25.3,29.6,165.9,17.8,,5.0,1282.3,1180.0,1084.0,646.5,18.5,22.1,3.1,493.5,440.6,146.7,250.1,420.0,87.6,35.2,75.1,6.7,359.4,494.0,198.0,75.8,41.8,201.6,548.2,38.9,47.4,3631.9,1792.0,28.1,554.8,2.7,20.4,4.4,9.7,9.9,136.6,75.4,5.8,58.7,152.9,4551.5,,91.4,597.2,221.9,118.3,398.6,141.5,8.3,7.3,34093.5
2018,369.8,208.7,155.7,1509.5,146.4,29.0,52.6,34.3,455.1,40.1,19.9,1189.8,17.1,7993.9,387.8,57.2,24.4,78.1,208.4,22.9,27.2,157.9,16.6,,4.4,1354.8,1338.3,1065.2,660.5,19.7,23.5,2.2,515.7,447.1,178.1,242.3,392.9,96.6,33.6,64.3,7.4,366.5,473.7,206.6,75.3,41.9,191.7,558.3,47.7,45.4,3781.3,1846.9,25.7,558.6,2.2,20.0,3.4,10.3,9.8,131.1,78.2,5.6,64.4,157.0,4982.5,,95.2,587.6,230.6,128.1,304.3,146.4,11.4,8.4,35383.6
2019,353.3,194.6,177.7,1567.6,153.2,32.2,50.0,29.9,485.3,42.3,18.4,1189.8,18.8,8298.8,392.9,52.3,20.5,80.2,218.2,20.8,30.6,121.1,12.0,0.2,3.9,1329.0,1449.8,906.8,681.6,19.7,21.2,1.6,496.1,430.2,189.9,239.5,365.2,101.1,36.6,54.9,7.0,381.7,447.2,206.0,77.0,43.9,181.4,554.3,48.5,44.4,3816.7,1788.0,26.5,559.4,2.0,23.8,0.2,10.0,10.8,132.2,78.7,5.1,67.5,159.4,5280.4,,94.0,613.1,230.3,126.1,202.5,152.8,11.5,6.6,35814.8
2020,323.5,181.9,170.8,1459.8,148.8,32.4,47.0,29.1,506.2,40.2,14.7,1144.1,18.7,8412.2,292.6,39.7,12.6,72.6,203.2,20.8,29.3,99.9,6.3,10.5,3.6,1315.6,1327.9,881.8,583.1,29.0,23.0,1.7,474.3,393.8,80.3,223.6,357.1,76.2,34.6,39.8,6.4,355.4,479.3,203.0,77.2,41.5,164.2,548.0,44.4,36.8,3522.3,1687.6,28.0,545.9,1.9,22.9,0.2,8.8,11.3,120.1,68.0,4.7,61.1,160.0,4837.2,,87.4,576.5,220.6,103.5,140.5,142.9,10.6,6.8,33996.6
2021,364.1,160.9,182.3,1482.7,160.5,32.9,46.7,30.0,501.5,37.5,18.4,1204.6,17.2,8725.8,304.3,40.9,12.0,71.4,217.6,17.1,25.5,116.1,5.6,16.4,3.0,1395.2,1404.7,957.5,583.8,36.3,20.1,1.5,473.1,390.2,195.7,229.2,352.4,57.2,34.0,35.7,6.5,331.1,489.8,211.6,81.6,39.6,171.2,548.7,39.4,38.1,3765.2,1677.5,24.4,513.9,1.7,21.2,0.2,8.9,11.7,115.4,58.8,5.9,69.8,184.5,4971.6,,85.3,572.8,182.7,112.3,151.4,146.1,9.9,8.1,35116.4
2022,368.1,162.8,210.2,1439.1,159.7,31.2,44.6,26.9,515.5,33.6,23.0,1250.5,18.3,9498.9,315.0,44.4,11.9,72.6,212.3,15.7,26.8,119.2,6.5,39.0,3.0,1550.1,1514.5,992.6,641.9,41.3,19.0,1.6,472.9,436.0,174.9,235.7,359.3,69.6,33.3,29.6,6.1,288.4,494.7,228.3,78.1,44.8,166.4,556.1,38.7,36.9,3636.4,1845.7,23.3,505.6,1.5,19.6,0.1,8.6,10.5,95.7,60.9,4.9,76.7,181.9,5240.6,,75.9,629.8,183.5,108.5,162.5,150.3,8.7,9.9,36723.9
2023,378.4,157.2,226.5,1433.3,155.6,31.2,41.8,23.4,573.6,32.0,13.7,1276.0,19.8,9725.6,321.2,38.1,10.9,71.8,196.7,11.4,31.4,92.6,5.1,54.9,2.6,1717.5,1684.1,1108.9,620.8,39.2,17.8,1.5,498.7,422.3,192.6,225.0,377.2,147.3,30.0,19.5,6.1,296.0,496.9,227.9,85.2,45.0,145.4,567.6,40.1,34.8,3540.7,1722.3,21.4,513.7,1.2,20.5,0.1,8.0,10.5,94.7,59.1,4.8,59.8,176.6,5475.9,,75.0,617.2,163.8,100.3,181.2,142.7,5.4,12.5,37508.4
2024,354.4,161.7,252.5,1437.0,156.9,32.8,39.0,23.6,568.1,34.2,9.8,1307.4,19.0,9868.5,277.8,32.0,12.0,72.0,181.8,12.2,31.6,83.7,3.1,86.6,2.5,1833.9,1802.2,1180.9,631.1,42.4,18.1,1.2,486.1,397.9,185.2,226.9,354.3,188.5,29.2,16.0,5.9,315.0,466.0,224.7,84.9,46.3,136.2,567.8,38.6,33.3,3576.8,1677.7,21.0,516.8,1.0,12.0,0.1,5.2,10.1,103.7,57.9,4.2,69.5,170.8,5447.3,,71.1,627.9,146.7,97.3,203.0,131.5,5.0,14.5,37889.3
