"YYYYMM","ISO3","Coal (MtCO2)","Oil (MtCO2)","Gas (MtCO2)","Cement (MtCO2)"
201402,"HUN",0.825079,1.044801,2.047875,
201403,"HUN",0.914166,1.234590,1.600903,
201404,"HUN",0.531543,1.291271,1.177452,
201405,"HUN",0.777687,1.228223,0.892653,
201406,"HUN",0.775786,1.260433,0.706492,
201407,"HUN",0.879526,1.461118,0.774163,
201408,"HUN",0.866344,1.259544,0.663997,
201409,"HUN",0.954721,1.372308,0.847780,
201410,"HUN",1.040779,1.467947,1.363148,
201411,"HUN",0.977231,1.392079,1.906277,
201412,"HUN",0.933292,1.258042,2.374239,
201501,"HUN",0.986836,1.189316,2.611249,
201502,"HUN",0.858035,1.223177,2.304559,
201503,"HUN",1.059022,1.263636,1.935799,
201504,"HUN",0.683706,1.534508,1.318085,
201505,"HUN",0.781114,1.280411,0.796599,
201506,"HUN",0.734738,1.327300,0.690104,
201507,"HUN",0.724803,1.533006,0.758572,
201508,"HUN",0.869215,1.400391,0.728130,
201509,"HUN",0.951270,1.507247,0.766518,
201510,"HUN",0.944913,1.565216,1.594281,
201511,"HUN",0.997065,1.481901,1.996322,
201512,"HUN",1.029130,1.367861,2.394389,
201601,"HUN",0.924328,1.140471,2.975745,
201602,"HUN",0.785813,1.240043,2.094414,
201603,"HUN",0.891583,1.371125,1.955198,
201604,"HUN",0.568874,1.341242,1.163280,
201605,"HUN",0.620229,1.361994,0.952340,
201606,"HUN",0.684454,1.454938,0.755113,
201607,"HUN",0.900831,1.500834,0.767602,
201608,"HUN",0.925764,1.564688,0.771680,
201609,"HUN",0.830174,1.474733,0.845494,
201610,"HUN",0.844163,1.321010,1.647811,
201611,"HUN",0.939612,1.476789,2.213954,
201612,"HUN",0.956694,1.466270,2.898312,
201701,"HUN",0.832739,1.331856,3.516642,
201702,"HUN",0.860781,1.186656,2.402056,
201703,"HUN",1.024040,1.472335,1.739519,
201704,"HUN",0.656100,1.360337,1.467844,
201705,"HUN",0.518959,1.492374,0.951014,
201706,"HUN",0.542659,1.475425,0.839368,
201707,"HUN",1.021767,1.532968,0.843518,
201708,"HUN",0.853161,1.605241,0.858246,
201709,"HUN",0.936389,1.508924,1.006179,
201710,"HUN",0.966768,1.678884,1.548365,
201711,"HUN",0.998788,1.450573,2.260297,
201712,"HUN",0.964893,1.535994,2.673933,
201801,"HUN",0.711139,1.527928,2.665204,
201802,"HUN",0.683118,1.354130,2.720731,
201803,"HUN",0.753805,1.535756,2.532975,
201804,"HUN",0.671049,1.365232,1.093703,
201805,"HUN",0.650131,1.672245,0.821037,
201806,"HUN",0.644085,1.598309,0.780203,
201807,"HUN",0.799282,1.716697,0.819011,
201808,"HUN",0.799406,1.560210,0.727818,
201809,"HUN",0.811408,1.618058,0.936953,
201810,"HUN",0.920956,1.656031,1.402694,
201811,"HUN",0.847840,1.575754,2.044132,
201812,"HUN",1.284535,1.532842,2.922317,
201901,"HUN",0.695746,1.525649,3.203306,
201902,"HUN",0.681489,1.377609,2.333365,
201903,"HUN",0.797764,1.588003,1.887640,
201904,"HUN",0.691292,1.730873,1.343927,
201905,"HUN",0.583788,1.547200,1.219778,
201906,"HUN",0.561097,1.617942,0.731137,
201907,"HUN",0.749156,1.827661,0.795912,
201908,"HUN",0.613325,1.740954,0.858487,
201909,"HUN",0.713754,1.663951,1.044509,
201910,"HUN",0.748241,1.803974,1.559461,
201911,"HUN",0.765364,1.607989,1.971273,
201912,"HUN",0.723316,1.488983,2.649389,
202001,"HUN",0.668621,1.349852,3.231703,
202002,"HUN",0.657255,1.400618,2.429557,
202003,"HUN",0.725342,1.378806,2.188646,
202004,"HUN",0.518250,1.240847,1.354948,
202005,"HUN",0.495485,1.448496,1.010292,
202006,"HUN",0.506557,1.454671,0.842684,
202007,"HUN",0.595440,1.559369,0.893926,
202008,"HUN",0.642106,1.478209,0.838342,
202009,"HUN",0.699115,1.567636,0.983485,
202010,"HUN",0.693794,1.585368,1.718032,
202011,"HUN",0.655705,1.589012,2.408405,
202012,"HUN",0.652966,1.410896,2.653859,
202101,"HUN",0.497914,1.249231,2.998349,
202102,"HUN",0.452600,1.310371,2.582542,
202103,"HUN",0.490833,1.441125,2.392041,
202104,"HUN",0.457071,1.491041,1.852416,
202105,"HUN",0.435655,1.515431,1.227367,
202106,"HUN",0.486183,1.673588,0.829139,
202107,"HUN",0.520490,1.767310,0.862127,
202108,"HUN",0.569942,1.687376,0.855509,
202109,"HUN",0.535308,1.747188,0.911432,
202110,"HUN",0.553126,1.785218,1.835695,
202111,"HUN",0.513421,1.639905,2.432505,
202112,"HUN",0.547809,1.580228,3.017040,
202201,"HUN",0.561655,1.457366,2.895102,
202202,"HUN",0.489377,1.556621,2.438610,
202203,"HUN",0.498794,1.934060,2.356499,
202204,"HUN",0.507995,1.638118,1.662768,
202205,"HUN",0.461130,1.779377,0.844822,
202206,"HUN",0.484897,1.743574,0.813807,
202207,"HUN",0.417005,1.701879,0.791069,
202208,"HUN",0.479618,1.734789,0.680753,
202209,"HUN",0.405727,1.540523,1.037812,
202210,"HUN",0.537994,1.652425,1.078587,
202211,"HUN",0.353294,1.429659,1.803793,
202212,"HUN",0.361292,1.479652,2.324155,
202301,"HUN",0.335868,1.280812,2.202794,
202302,"HUN",0.371199,1.269470,2.139804,
202303,"HUN",0.471852,1.524463,1.775301,
202304,"HUN",0.486114,1.421376,1.412019,
202305,"HUN",0.358793,1.598957,0.899251,
202306,"HUN",0.392612,1.517196,0.753226,
202307,"HUN",0.336954,1.702122,0.772153,
202308,"HUN",0.290025,1.595716,0.705704,
202309,"HUN",0.294136,1.618349,0.761112,
202310,"HUN",0.288688,1.616409,1.129885,
202311,"HUN",0.315173,1.618965,1.819312,
202312,"HUN",0.374075,1.626522,2.305266,
202401,"HUN",0.319401,1.253309,2.523165,
202402,"HUN",0.335585,1.330408,1.715922,
202403,"HUN",0.303295,1.456850,1.621047,
202404,"HUN",0.284428,1.534581,1.106654,
202405,"HUN",0.300832,1.613995,0.824723,
202406,"HUN",0.310284,1.547228,0.705959,
202407,"HUN",0.325496,1.713661,0.698150,
202408,"HUN",0.315837,1.506178,0.683856,
202409,"HUN",0.278733,1.529161,0.832829,
202410,"HUN",0.315501,1.706020,1.327692,
202411,"HUN",0.303152,1.592986,2.144731,
202412,"HUN",0.313872,1.411729,2.444793,
202501,"HUN",0.213450,1.272171,2.571142,
202502,"HUN",0.198654,1.308293,2.457708,
202503,"HUN",0.173349,1.463193,1.798771,
202504,"HUN",0.138206,1.534028,1.182467,
202505,"HUN",0.124103,1.523981,0.915688,
202506,"HUN",0.136587,1.552940,0.609501,
202507,"HUN",0.141615,1.635055,0.631321,
202508,"HUN",0.139255,1.478802,0.537137,
202509,"HUN",0.156132,1.568775,0.747779,
202510,"HUN",0.194879,1.677003,1.526650,
202511,"HUN",0.145903,1.511082,1.980488,
202512,"HUN",0.180457,1.490227,2.367404,
202601,"HUN",0.266435,1.235928,3.064862,
202602,"HUN",0.193154,1.240419,2.157813,
202603,"HUN",0.155688,1.646957,1.622447,
202604,"HUN",0.140916,1.464749,1.186448,
202605,"HUN",0.137525,1.388383,0.794191,
202606,"HUN",0.137650,1.416372,0.731099,
202607,"HUN",,,0.626635,
202608,"HUN",,,0.638275,
202609,"HUN",,,,
202610,"HUN",,,,
202611,"HUN",,,,
202612,"HUN",,,,
200801,"ITA",5.771843,18.733222,20.747854,
200802,"ITA",5.440221,18.112453,19.399077,
200803,"ITA",6.538830,17.911511,16.662138,
200804,"ITA",4.841726,17.481811,13.187696,
200805,"ITA",5.342066,17.582459,10.233957,
200806,"ITA",6.169413,16.827720,10.129361,
200807,"ITA",5.251778,19.417275,10.858997,
200808,"ITA",5.384087,16.551967,8.486825,
200809,"ITA",5.077712,18.639852,11.204045,
200810,"ITA",5.469174,19.380214,12.412774,
200811,"ITA",6.565850,18.144184,15.053139,
200812,"ITA",6.286070,19.921118,18.766066,
200901,"ITA",3.333363,16.195407,20.542240,
200902,"ITA",5.987566,15.622050,17.423107,
200903,"ITA",4.596235,17.081729,14.802880,
200904,"ITA",4.510275,15.973264,9.467623,
200905,"ITA",3.696999,16.034542,8.430637,
200906,"ITA",3.501000,16.355573,8.304475,
200907,"ITA",4.867348,18.033559,9.615571,
200908,"ITA",3.402986,14.728079,8.095463,
200909,"ITA",3.255385,16.769278,10.149925,
200910,"ITA",4.908249,17.616775,12.553275,
200911,"ITA",5.633513,15.920580,15.423912,
200912,"ITA",4.694887,17.748893,19.225192,
201001,"ITA",4.001944,14.900957,21.365495,
201002,"ITA",6.746380,15.161481,18.642301,
201003,"ITA",5.333151,16.963555,17.158963,
201004,"ITA",5.048693,15.907987,11.526429,
201005,"ITA",3.180550,15.417748,9.670698,
201006,"ITA",4.440829,16.086366,8.999360,
201007,"ITA",4.039190,17.448869,10.223311,
201008,"ITA",4.835162,14.640299,7.741726,
201009,"ITA",3.271486,16.206338,9.926238,
201010,"ITA",4.605827,16.149258,12.560233,
201011,"ITA",6.491399,15.975071,15.400281,
201012,"ITA",6.223354,17.386202,21.131839,
201101,"ITA",4.847275,14.201965,20.809727,
201102,"ITA",4.726166,14.773358,17.682183,
201103,"ITA",4.869989,15.814957,16.754295,
201104,"ITA",6.459618,15.093271,9.760053,
201105,"ITA",4.810037,15.043058,9.304055,
201106,"ITA",5.318456,15.925400,8.566760,
201107,"ITA",5.740749,16.184810,9.103556,
201108,"ITA",5.907517,15.193147,7.794328,
201109,"ITA",5.423371,15.654802,10.011734,
201110,"ITA",5.538821,16.389554,10.847163,
201111,"ITA",5.769111,15.221889,14.918281,
201112,"ITA",6.028106,15.964864,17.448250,
201201,"ITA",6.512811,14.050345,19.996796,
201202,"ITA",6.467954,13.775719,21.161992,
201203,"ITA",6.275156,14.613905,13.031541,
201204,"ITA",5.312533,13.588637,10.439059,
201205,"ITA",5.163083,14.455949,8.408426,
201206,"ITA",5.475651,14.734169,8.163930,
201207,"ITA",5.446865,15.401229,9.153607,
201208,"ITA",5.246487,13.959141,8.124500,
201209,"ITA",5.713128,13.958975,8.739595,
201210,"ITA",5.418514,14.857838,9.967868,
201211,"ITA",4.867001,13.983253,12.483457,
201212,"ITA",5.059760,14.222769,18.043056,
201301,"ITA",4.895381,12.293214,18.568609,
201302,"ITA",4.831415,12.333786,17.349965,
201303,"ITA",5.031549,13.360599,15.706741,
201304,"ITA",4.781278,12.806361,9.609601,
201305,"ITA",4.252230,13.237913,7.355094,
201306,"ITA",4.539833,12.632157,6.956102,
201307,"ITA",4.871616,14.465577,7.832760,
201308,"ITA",4.781278,12.986103,6.372317,
201309,"ITA",5.158946,12.989729,8.328121,
201310,"ITA",4.835224,14.432865,9.574211,
201311,"ITA",4.450614,12.605905,12.748607,
201312,"ITA",5.352582,13.698460,17.298840,
201401,"ITA",5.269929,12.974181,16.594977,
201402,"ITA",4.692081,12.023999,13.672782,
201403,"ITA",4.665916,12.900779,11.932744,
201404,"ITA",4.034786,12.635805,8.097258,
201405,"ITA",4.111274,13.091350,7.305718,
201406,"ITA",4.336306,12.653090,7.052369,
201407,"ITA",4.637119,14.092091,7.633705,
201408,"ITA",4.202722,12.226762,5.956501,
201409,"ITA",4.977691,13.178396,8.091279,
201410,"ITA",5.221054,14.034898,9.020189,
201411,"ITA",4.769481,12.467257,11.266925,
201412,"ITA",4.921961,14.083186,14.964938,
201501,"ITA",4.737228,12.536275,17.142148,
201502,"ITA",4.243418,12.118228,15.901565,
201503,"ITA",4.560960,13.211578,13.656326,
201504,"ITA",4.041121,13.437434,8.770725,
201505,"ITA",4.163714,12.792006,7.264645,
201506,"ITA",4.061296,13.336719,7.138889,
201507,"ITA",4.598987,14.906938,8.947568,
201508,"ITA",4.355579,12.820025,6.918597,
201509,"ITA",4.802046,13.858294,8.115937,
201510,"ITA",4.468458,13.755575,9.519689,
201511,"ITA",4.239298,13.050122,12.828617,
201512,"ITA",4.790809,14.116491,16.552328,
201601,"ITA",4.394826,11.712586,18.130916,
201602,"ITA",4.235622,12.550188,14.918483,
201603,"ITA",4.119148,13.225132,13.949584,
201604,"ITA",3.555174,12.946359,8.755736,
201605,"ITA",3.655364,13.187700,8.289187,
201606,"ITA",3.639651,12.910180,7.377870,
201607,"ITA",4.226679,13.462705,8.320922,
201608,"ITA",3.242854,12.798277,7.066143,
201609,"ITA",3.633862,13.269251,9.242192,
201610,"ITA",4.410998,12.740943,11.187911,
201611,"ITA",4.301170,12.079434,14.817232,
201612,"ITA",4.886819,13.394377,18.738477,
201701,"ITA",4.482598,11.385860,22.053817,
201702,"ITA",3.762491,11.111904,15.990565,
201703,"ITA",2.932126,12.703260,12.849053,
201704,"ITA",2.838701,11.261111,9.571001,
201705,"ITA",3.336276,12.718820,8.927631,
201706,"ITA",3.621893,12.820043,8.626754,
201707,"ITA",3.258975,12.757337,9.036531,
201708,"ITA",3.310851,12.149324,7.862639,
201709,"ITA",3.419164,12.156428,8.565395,
201710,"ITA",3.732929,13.082603,10.366809,
201711,"ITA",3.557641,12.177289,15.697638,
201712,"ITA",3.543955,12.721853,19.213233,
201801,"ITA",3.571128,11.639102,17.446509,
201802,"ITA",3.290623,12.304943,17.751024,
201803,"ITA",3.849964,13.196302,16.319524,
201804,"ITA",2.579058,12.351428,9.332233,
201805,"ITA",2.785451,12.785744,8.009502,
201806,"ITA",2.692750,12.627158,7.827613,
201807,"ITA",3.515607,13.261065,8.802341,
201808,"ITA",3.264389,12.464924,7.833529,
201809,"ITA",3.511268,12.010717,9.120712,
201810,"ITA",3.588115,13.454126,9.929327,
201811,"ITA",3.269263,12.369334,13.638515,
201812,"ITA",3.295846,12.459966,17.664102,
201901,"ITA",3.600756,12.046982,20.931277,
201902,"ITA",2.795224,10.956077,15.926596,
201903,"ITA",2.607083,11.683141,13.809384,
201904,"ITA",2.628023,11.894797,10.933682,
201905,"ITA",2.227799,12.037310,9.721040,
201906,"ITA",2.253507,12.176770,8.545929,
201907,"ITA",2.418086,13.205261,9.839541,
201908,"ITA",1.690791,11.710129,8.243715,
201909,"ITA",2.639068,12.684423,9.412916,
201910,"ITA",2.648604,13.724413,10.307533,
201911,"ITA",2.712656,11.882488,13.216826,
201912,"ITA",2.258772,12.606438,15.887044,
202001,"ITA",2.079070,11.944039,19.244262,
202002,"ITA",1.638689,11.315744,15.022943,
202003,"ITA",2.077367,7.983965,13.287512,
202004,"ITA",1.576612,6.057552,8.474427,
202005,"ITA",1.743621,8.122843,7.432022,
202006,"ITA",1.608978,10.709487,8.128957,
202007,"ITA",1.556828,12.450685,9.499009,
202008,"ITA",1.543563,10.930760,8.160747,
202009,"ITA",1.814157,11.868521,9.574472,
202010,"ITA",2.324849,12.172597,10.614949,
202011,"ITA",2.082087,10.611646,13.799803,
202012,"ITA",2.072855,11.595252,17.579186,
202101,"ITA",1.944891,9.535511,19.660146,
202102,"ITA",2.031631,10.552505,15.366082,
202103,"ITA",1.778925,11.248990,15.287075,
202104,"ITA",1.669771,10.904817,12.330982,
202105,"ITA",1.439810,11.804009,8.436155,
202106,"ITA",1.822369,12.833040,8.640345,
202107,"ITA",2.136480,13.609587,9.148690,
202108,"ITA",2.028745,12.233432,7.767590,
202109,"ITA",2.521498,12.878077,9.835063,
202110,"ITA",2.057021,13.076335,11.140045,
202111,"ITA",2.674273,12.211789,15.276989,
202112,"ITA",2.464343,13.296958,19.435995,
202201,"ITA",2.075754,11.504477,19.531112,
202202,"ITA",2.513803,12.443022,15.395243,
202203,"ITA",2.666433,13.466588,15.993245,
202204,"ITA",2.343606,12.582255,10.571310,
202205,"ITA",2.494230,12.854534,8.426057,
202206,"ITA",2.612641,12.881138,8.492262,
202207,"ITA",3.245332,13.755592,8.915666,
202208,"ITA",2.404182,13.056122,7.645453,
202209,"ITA",2.821920,13.860491,8.094929,
202210,"ITA",2.697550,13.073126,8.498319,
202211,"ITA",2.406329,13.197977,11.193275,
202212,"ITA",3.059711,13.257200,14.793239,
202301,"ITA",3.218101,11.273008,15.179673,
202302,"ITA",2.557062,12.152102,14.265745,
202303,"ITA",2.564267,13.300024,11.870972,
202304,"ITA",0.752125,11.884945,9.322869,
202305,"ITA",1.263913,12.814025,7.694747,
202306,"ITA",2.094164,13.102013,7.361859,
202307,"ITA",1.916531,13.837637,8.630867,
202308,"ITA",1.281714,12.360418,6.885729,
202309,"ITA",1.749375,12.678514,8.364557,
202310,"ITA",1.098893,13.349674,8.745864,
202311,"ITA",1.123614,12.939377,11.588522,
202312,"ITA",0.965455,13.021597,14.596615,
202401,"ITA",1.016066,12.053561,15.820122,
202402,"ITA",1.029391,11.606233,12.814645,
202403,"ITA",0.693245,12.430798,11.460340,
202404,"ITA",0.821870,11.985095,8.325985,
202405,"ITA",0.702193,12.634390,7.146778,
202406,"ITA",0.872753,12.423299,6.920503,
202407,"ITA",0.810529,14.079126,8.449989,
202408,"ITA",0.848768,13.095227,7.491911,
202409,"ITA",0.882246,12.568448,8.578009,
202410,"ITA",1.069074,14.101099,8.780554,
202411,"ITA",1.002976,12.626418,12.707019,
202412,"ITA",1.175912,12.455580,15.916700,
202501,"ITA",1.062774,11.521124,16.318458,
202502,"ITA",0.950741,10.971280,14.729863,
202503,"ITA",1.071979,11.971296,12.483758,
202504,"ITA",0.981678,12.098599,8.448300,
202505,"ITA",0.760619,12.227027,6.743766,
202506,"ITA",0.686902,12.318192,7.266914,
202507,"ITA",0.650857,13.322378,8.204902,
202508,"ITA",0.714257,11.718581,6.434320,
202509,"ITA",0.687777,12.452166,8.058611,
202510,"ITA",0.673384,13.513243,9.452331,
202511,"ITA",0.858903,11.284749,13.205379,
202512,"ITA",0.793830,12.565013,15.622880,
202601,"ITA",0.534632,10.792357,18.125254,
202602,"ITA",0.669058,10.093357,13.444268,
202603,"ITA",0.597211,11.693099,12.135665,
202604,"ITA",0.592258,11.523202,7.830980,
202605,"ITA",0.644924,11.026733,7.129565,
202606,"ITA",0.587434,12.211918,7.497777,
202607,"ITA",,,8.845570,
202608,"ITA",,,7.346424,
202609,"ITA",,,,
202610,"ITA",,,,
202611,"ITA",,,,
202612,"ITA",,,,
200801,"LTU",0.095695,0.540083,0.718774,
200802,"LTU",0.064746,0.524533,0.636043,
200803,"LTU",0.053552,0.551655,0.642945,
200804,"LTU",0.078320,0.638371,0.467108,
200805,"LTU",0.054399,0.611316,0.370574,
200806,"LTU",0.075934,0.630395,0.294745,
200807,"LTU",0.076552,0.602972,0.324067,
200808,"LTU",0.051241,0.812958,0.380903,
200809,"LTU",0.072151,0.753459,0.382664,
200810,"LTU",0.087041,0.676747,0.458492,
200811,"LTU",0.104249,0.695653,0.477438,
200812,"LTU",0.053478,0.751440,0.436073,
200901,"LTU",0.036080,0.602634,0.502358,
200902,"LTU",0.043537,0.550765,0.524968,
200903,"LTU",0.048390,0.514747,0.505815,
200904,"LTU",0.043619,0.575984,0.370252,
200905,"LTU",0.046886,0.568157,0.292007,
200906,"LTU",0.068653,0.612812,0.259027,
200907,"LTU",0.076022,0.564298,0.234642,
200908,"LTU",0.056343,0.645719,0.248563,
200909,"LTU",0.081631,0.600403,0.257252,
200910,"LTU",0.060445,0.576062,0.434577,
200911,"LTU",0.061284,0.481763,0.495398,
200912,"LTU",0.066055,0.566545,0.615358,
201001,"LTU",0.071712,0.530347,0.885317,
201002,"LTU",0.051550,0.426145,0.726809,
201003,"LTU",0.054377,0.499024,0.596786,
201004,"LTU",0.038758,0.507747,0.349139,
201005,"LTU",0.043894,0.543882,0.272542,
201006,"LTU",0.046720,0.628626,0.149651,
201007,"LTU",0.057355,0.604258,0.158556,
201008,"LTU",0.096189,0.648983,0.178136,
201009,"LTU",0.088305,0.617043,0.258275,
201010,"LTU",0.119769,0.588326,0.561121,
201011,"LTU",0.082424,0.563904,0.603871,
201012,"LTU",0.091798,0.656463,0.812311,
201101,"LTU",0.058112,0.416621,0.703837,
201102,"LTU",0.060648,0.466656,0.705553,
201103,"LTU",0.049556,0.496957,0.626231,
201104,"LTU",0.061805,0.542000,0.431287,
201105,"LTU",0.063036,0.562311,0.360542,
201106,"LTU",0.074483,0.623294,0.370880,
201107,"LTU",0.061805,0.533623,0.365688,
201108,"LTU",0.121429,0.660028,0.358826,
201109,"LTU",0.138749,0.610556,0.396795,
201110,"LTU",0.117234,0.508367,0.405418,
201111,"LTU",0.080504,0.524474,0.505417,
201112,"LTU",0.085501,0.547848,0.629661,
201201,"LTU",0.069090,0.473129,0.649768,
201202,"LTU",0.057021,0.532523,0.702798,
201203,"LTU",0.051422,0.469682,0.560850,
201204,"LTU",0.046483,0.504076,0.391561,
201205,"LTU",0.057842,0.577337,0.311190,
201206,"LTU",0.057104,0.592118,0.341887,
201207,"LTU",0.107406,0.524134,0.357373,
201208,"LTU",0.095847,0.644874,0.412102,
201209,"LTU",0.111816,0.692564,0.384760,
201210,"LTU",0.119474,0.648059,0.434343,
201211,"LTU",0.080430,0.499448,0.487326,
201212,"LTU",0.096484,0.570391,0.639521,
201301,"LTU",0.066562,0.465430,0.666908,
201302,"LTU",0.054152,0.414371,0.610756,
201303,"LTU",0.074717,0.532459,0.623030,
201304,"LTU",0.067033,0.517489,0.408861,
201305,"LTU",0.066621,0.561978,0.298502,
201306,"LTU",0.081228,0.631211,0.284842,
201307,"LTU",0.106021,0.623964,0.240470,
201308,"LTU",0.132315,0.647417,0.276316,
201309,"LTU",0.103317,0.564364,0.274620,
201310,"LTU",0.140124,0.608410,0.329214,
201311,"LTU",0.112138,0.466288,0.327472,
201312,"LTU",0.087277,0.484898,0.399118,
201401,"LTU",0.093668,0.525265,0.598731,
201402,"LTU",0.065728,0.458109,0.461520,
201403,"LTU",0.054959,0.511841,0.432335,
201404,"LTU",0.081800,0.591244,0.325969,
201405,"LTU",0.040430,0.542243,0.277926,
201406,"LTU",0.064435,0.549340,0.295078,
201407,"LTU",0.072625,0.603279,0.229838,
201408,"LTU",0.082908,0.632405,0.223014,
201409,"LTU",0.096018,0.646920,0.252199,
201410,"LTU",0.111311,0.602457,0.367095,
201411,"LTU",0.076899,0.534341,0.449394,
201412,"LTU",0.081743,0.571469,0.500618,
201501,"LTU",0.066443,0.464490,0.514203,
201502,"LTU",0.026510,0.490354,0.444521,
201503,"LTU",0.041153,0.622787,0.424573,
201504,"LTU",0.034182,0.564709,0.366290,
201505,"LTU",0.043477,0.608243,0.346801,
201506,"LTU",0.050449,0.653759,0.321934,
201507,"LTU",0.071509,0.644657,0.230833,
201508,"LTU",0.066161,0.661431,0.244898,
201509,"LTU",0.075456,0.623588,0.317292,
201510,"LTU",0.105418,0.598538,0.394282,
201511,"LTU",0.083906,0.519165,0.384492,
201512,"LTU",0.071226,0.635209,0.429399,
201601,"LTU",0.044390,0.546129,0.509375,
201602,"LTU",0.027525,0.484877,0.357047,
201603,"LTU",0.043551,0.541860,0.399007,
201604,"LTU",0.053081,0.591261,0.304102,
201605,"LTU",0.051774,0.821892,0.287623,
201606,"LTU",0.054054,0.711131,0.227061,
201607,"LTU",0.036301,0.665916,0.172546,
201608,"LTU",0.090355,0.813458,0.180809,
201609,"LTU",0.093441,0.669582,0.214921,
201610,"LTU",0.081378,0.715477,0.377681,
201611,"LTU",0.106113,0.472455,0.464046,
201612,"LTU",0.066845,0.587158,0.460492,
201701,"LTU",0.048501,0.534083,0.476627,
201702,"LTU",0.033903,0.511097,0.419461,
201703,"LTU",0.057810,0.580918,0.381410,
201704,"LTU",0.064231,0.580841,0.380461,
201705,"LTU",0.063214,0.651835,0.256638,
201706,"LTU",0.085209,0.663615,0.209956,
201707,"LTU",0.046699,0.681650,0.214882,
201708,"LTU",0.064231,0.743766,0.227174,
201709,"LTU",0.076069,0.740267,0.284295,
201710,"LTU",0.103847,0.701479,0.358544,
201711,"LTU",0.088366,0.643404,0.385568,
201712,"LTU",0.068958,0.685861,0.433967,
201801,"LTU",0.079095,0.560867,0.415380,
201802,"LTU",0.058413,0.615108,0.398383,
201803,"LTU",0.076505,0.634819,0.414088,
201804,"LTU",0.043842,0.711853,0.291070,
201805,"LTU",0.055584,0.726947,0.246578,
201806,"LTU",0.080839,0.669554,0.190089,
201807,"LTU",0.071942,0.704586,0.114228,
201808,"LTU",0.081134,0.750640,0.147847,
201809,"LTU",0.091463,0.688551,0.431210,
201810,"LTU",0.109700,0.662361,0.304984,
201811,"LTU",0.065576,0.630696,0.360890,
201812,"LTU",0.044795,0.646336,0.415671,
201901,"LTU",0.080357,0.613604,0.491939,
201902,"LTU",0.075564,0.556081,0.371650,
201903,"LTU",0.066970,0.624903,0.375424,
201904,"LTU",0.050944,0.681821,0.349947,
201905,"LTU",0.070794,0.632044,0.228175,
201906,"LTU",0.060674,0.757718,0.287758,
201907,"LTU",0.031544,0.715621,0.200451,
201908,"LTU",0.063517,0.760500,0.175468,
201909,"LTU",0.096543,0.700390,0.252440,
201910,"LTU",0.083146,0.708068,0.344285,
201911,"LTU",0.065370,0.658472,0.386164,
201912,"LTU",0.055422,0.700300,0.413574,
202001,"LTU",0.067754,0.553467,0.435361,
202002,"LTU",0.038544,0.597277,0.390963,
202003,"LTU",0.060384,0.615519,0.294897,
202004,"LTU",0.052961,0.583832,0.369902,
202005,"LTU",0.038891,0.639100,0.401033,
202006,"LTU",0.022896,0.710240,0.296561,
202007,"LTU",0.027061,0.705730,0.309127,
202008,"LTU",0.064264,0.789320,0.256628,
202009,"LTU",0.061976,0.792682,0.240909,
202010,"LTU",0.071540,0.676482,0.326904,
202011,"LTU",0.071703,0.625950,0.376907,
202012,"LTU",0.043624,0.587617,0.435099,
202101,"LTU",0.061609,0.517257,0.550064,
202102,"LTU",0.026929,0.513926,0.467357,
202103,"LTU",0.056562,0.603613,0.387894,
202104,"LTU",0.047014,0.639452,0.370339,
202105,"LTU",0.022750,0.638971,0.350651,
202106,"LTU",0.062279,0.780036,0.260255,
202107,"LTU",0.077318,0.784605,0.239900,
202108,"LTU",0.077290,0.792387,0.185903,
202109,"LTU",0.085775,0.751311,0.201147,
202110,"LTU",0.058465,0.731373,0.277143,
202111,"LTU",0.072758,0.632356,0.271632,
202112,"LTU",0.090654,0.703220,0.398738,
202201,"LTU",0.082319,0.558398,0.330016,
202202,"LTU",0.055567,0.558716,0.262588,
202203,"LTU",0.076166,0.698281,0.330363,
202204,"LTU",0.052979,0.631428,0.254116,
202205,"LTU",0.041034,0.707665,0.236346,
202206,"LTU",0.041871,0.703495,0.244210,
202207,"LTU",0.055451,0.676727,0.160142,
202208,"LTU",0.090632,0.793130,0.110353,
202209,"LTU",0.070736,0.803424,0.154407,
202210,"LTU",0.046344,0.697782,0.156536,
202211,"LTU",0.068253,0.741346,0.189989,
202212,"LTU",0.052208,0.780766,0.365294,
202301,"LTU",0.050003,0.679390,0.217789,
202302,"LTU",0.029453,0.613926,0.169671,
202303,"LTU",0.008577,0.687591,0.276246,
202304,"LTU",0.018068,0.698183,0.214475,
202305,"LTU",0.049956,0.736735,0.186241,
202306,"LTU",0.047237,0.785404,0.177006,
202307,"LTU",0.044353,0.710468,0.170997,
202308,"LTU",0.046990,0.832518,0.192692,
202309,"LTU",0.046407,0.734539,0.216640,
202310,"LTU",0.047660,0.695534,0.299929,
202311,"LTU",0.047975,0.666364,0.272225,
202312,"LTU",0.028720,0.701588,0.351626,
202401,"LTU",0.043247,0.592645,0.369695,
202402,"LTU",0.029478,0.546860,0.287738,
202403,"LTU",0.046542,0.651087,0.267138,
202404,"LTU",0.006823,0.690019,0.335257,
202405,"LTU",0.031555,0.763624,0.162134,
202406,"LTU",0.023503,0.755709,0.153591,
202407,"LTU",0.030816,0.817473,0.163557,
202408,"LTU",0.040579,0.826176,0.158263,
202409,"LTU",0.035286,0.762660,0.162223,
202410,"LTU",0.034535,0.738518,0.261977,
202411,"LTU",0.036526,0.699904,0.346514,
